window_id,pool,declared_regime,measured_regime,realized_vol_annualised_pct,regime_stress_threshold_pct,dutch_auction_lp_net_vs_hook_quote,dutch_auction_lp_net_vs_fixed_fee_quote,dutch_auction_trigger_rate,dutch_auction_fill_rate
uni_weth_3000_month_23688043_23695242_w30,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,stress,normal,98.0072985212861,100.0,-8.673617379884035e-18,0.1614901520913899,0.0,
uni_weth_3000_month_23695243_23700766_w31,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,stress,normal,82.43905003410849,100.0,-1.3010426069826053e-18,0.033209785402301344,0.0,
wbtc_usdc_500_month_23479243_23486442_w01,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,37.35003367263232,100.0,204.604366709308,1065.2440738359778,0.13266583229036297,0.9150943396226415
wbtc_usdc_500_month_23486443_23493642_w02,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,31.385074102530385,100.0,113.63962650511053,614.5520181113164,0.08819875776397515,0.9859154929577465
wbtc_usdc_500_month_23493643_23500842_w03,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,45.93549239239978,100.0,831.0288158344931,4776.726403860718,0.14361702127659576,0.9938271604938271
wbtc_usdc_500_month_23500843_23508042_w04,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,12.312450661085377,100.0,40.919228201957424,1055.9018317855816,0.04777070063694268,0.8666666666666667
wbtc_usdc_500_month_23508043_23515242_w05,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,32.15046985193469,100.0,336.02630741828426,1391.3833551818877,0.09966996699669967,0.9536423841059603
wbtc_usdc_500_month_23515243_23522442_w06,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,35.57225355631239,100.0,147.27649377918152,832.1130139587829,0.07953340402969247,0.9466666666666667
wbtc_usdc_500_month_23522443_23529642_w07,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,44.56261904014417,100.0,17216.543372403135,115477.97256287548,0.08614232209737828,0.967391304347826
wbtc_usdc_500_month_23529643_23536842_w08,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,36.60246157991749,100.0,115.4372629697541,584.2978918285589,0.08378870673952642,0.8913043478260869
wbtc_usdc_500_month_23536843_23544042_w09,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,47.934009649837336,100.0,201.7958710921979,997.8287957641845,0.10521813515825491,0.975609756097561
wbtc_usdc_500_month_23544043_23551242_w10,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,stress,168.18161264143723,100.0,63947.23130446069,274916.12614215026,0.16654492330168005,0.9912280701754386
wbtc_usdc_500_month_23551243_23558442_w11,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,50.333526237389634,100.0,3481.972043619756,27131.42204492147,0.1888153938665063,0.9617834394904459
wbtc_usdc_500_month_23558443_23565642_w12,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,52.464873623184424,100.0,1057.2382271031856,5917.619736283741,0.1595591758505031,0.978978978978979
wbtc_usdc_500_month_23565643_23572842_w13,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,34.82511629892554,100.0,386.8371228198888,1916.3424436119221,0.13208901651112706,0.9782608695652174
wbtc_usdc_500_month_23572843_23580042_w14,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,56.9582743352564,100.0,3903.632832254382,48265.472828111684,0.16540642722117202,0.9657142857142857
wbtc_usdc_500_month_23580043_23587242_w15,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,53.03077822662645,100.0,382.3688365610593,2024.107054538079,0.13466850828729282,0.9897435897435898
wbtc_usdc_500_month_23587243_23594442_w16,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,62.491306233371255,100.0,8313.375553414162,59476.56327638173,0.18232044198895028,0.9696969696969697
wbtc_usdc_500_month_23594443_23601642_w17,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,66.51695662530508,100.0,754.5009146068619,4781.771831864438,0.1744186046511628,0.9894736842105263
wbtc_usdc_500_month_23601643_23608842_w18,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,23.437837688291857,100.0,2866.9738781773613,15495.55753682841,0.17860746720484358,0.9887005649717514
wbtc_usdc_500_month_23608843_23616042_w19,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,41.980738490293746,100.0,847.6457980550665,4465.7935091938925,0.161474888747616,0.9488188976377953
wbtc_usdc_500_month_23616043_23623242_w20,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,36.24037753865537,100.0,877.6839409210894,3942.4273727912196,0.14743112434847358,0.9696969696969697
wbtc_usdc_500_month_23623243_23630442_w21,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,58.30635069055513,100.0,2747.517522727985,27686.236399464524,0.23738872403560832,0.975
wbtc_usdc_500_month_23630443_23637642_w22,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,47.19432260375556,100.0,800.6035551580296,3510.0348657213644,0.17604790419161676,0.9761904761904762
wbtc_usdc_500_month_23637643_23644842_w23,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,45.62264713993583,100.0,1279.4561985390621,5268.433868770889,0.22071516646115907,0.9664804469273743
wbtc_usdc_500_month_23644843_23652042_w24,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,34.15999854857675,100.0,46230.39648132832,198852.9592068482,0.1694255111976631,0.9540229885057471
