tick_index,liquidity_net,liquidity_gross
191700,362828629046473803,362828629046473803
191760,17729058536325987,17729058536325987
191820,24645933316600218,24645933316600218
191880,1991901075274855701,1996890475363976221
191940,86182544336002123,115346331483181973
192000,28136562418473478,28848656950425038
192060,397713298980873,397713298980873
192120,-1211862198649250,10816430595042260
192180,-917032819478460739,977227082180134855
192240,1356064037310115,13995742781844619
192300,2693861130845732,2693861130845732
192360,-5129453948861526,5137598172588262
192420,847421571558543,15248397217423489
192480,262886544998121,264608274292837
192540,-1632123877939447582,1650854791713244952
192600,14045391422548108,14045391422548108
192660,-4963340088904746,5646473027844318
192720,-795738375741636,811260504663866
192780,-83033323183408133,84480127140840901
192840,-19720363582328332,29322509047788478
192900,-36694139327363768,38857737374307772
192960,-1244653802716454,1564299665762726
193020,-925373430006097,1385645752694927
193080,-24502707960028234,27986926853577344
193140,-47578562143844787,49303060709579327
193200,-31921603639754886,32515521756408026
193260,-1998321962497726,2320358821110156
193320,-34339323005094777,34517750767039963
193380,-1913860875001109058,1942002411017283830
193440,-4187757653811329,4335946084895399
193500,-9053571716159079,30292881851855231
193560,-4551029232118324,101388871098886440
193620,-9923589866909635,12725823033234619
193680,-679841058949067,755020499286521
193740,51586371513518446,58520960518287200
193800,496618138163689,2147645695963925
193860,-348352085268726,3645064289697900
193920,-5890325509200228,6967350102915446
193980,-2167299612297009,2277297160809379
194040,788174951709756,1862581232518464
194100,-7349339301050385,7896732518116151
194160,188460022111097,393078488372257
194220,-724219768348612,742452138006286
194280,50704635888291816,51700043384554192
194340,2731286264794915,2892143685265347
194400,3392438604764806,3392446613409926
194460,-1503322376341498,2075932501852788
194520,469512009832372,1671802750324430
194580,-3228460331337344,5301095473374864
194640,1197184626530966,3082779580533858
194700,-16877688575049435,41564046255777933
194760,19360875160612252,26685271720950492
194820,-61097359734469905,68260073917992867
194880,1879033361112876,4680681623619264
194940,-880852921793008,2312577289698960
195000,187291436019483688,253357205787466866
195060,-194466655355988663,194553444614960419
195120,-1499863001999132,2366561976793480
195180,-7757669642336556,10616884972872696
195240,1521689133688590,1747755775282848
195300,16477654630087353,25931351476010457
195360,-26576830654300,177124287644990
195420,542760092892784,604136945242682
195480,-385192891684233,1002527395992359
195540,-862442624092965,1272929358268933
195600,-5537544226017574,6191644697824204
195660,-148765036453406,211196763283390
195720,9345764497168643,9512037396223415
195780,15078425938852,207797241539832
195840,-1703191307198190,2816745412358032
195900,3706075094343017,3940046844799525
195960,-21320091047935321,25748466324124525
196020,3441530833188719,6101567601549345
196080,-44932918534473641,45522323982359543
196140,-953535696640212,1491420599989496
196200,-19732161314658937,21743533172888473
196260,12817875822494381,96309185212085145
196320,8193767196562034,11005542307426988
196380,1035204577469143,5170814581634747
196440,-7406555289840316,14624273108799702
196500,-13509468664499,365990474680991
196560,-601038725962392,1377780371580270
196620,-12951553076473607,35981201331517483
196680,-174006071047308,1680482285265494
196740,-13060330529731067,13894066654144283
196800,160511106140415,468372129059611
196860,741401319493853,830918083074855
196920,9848493380079540,12695679067469054
196980,-3258211062144081,3860862224803931
197040,-8261438242788596,10142706048572198
197100,39340315720953208,39701385024997188
197160,-36119485575918155,36134323131135805
197220,-88052869915863,166893847416339
197280,1612939157723672,2760949605641624
197340,-2544974399417379,2852958411183403
197400,-1084920136307705,1175602183875977
197460,1005664533794795,1689443755498685
197520,211370627251186,10486624540086322
197580,-75838321217037,324108960394135
197640,4011855845026,273926660857596
197700,9375129546395514,9515334859930398
197760,-16214116792432585,16722322353642011
197820,-1354178323208119,1642543818206833
197880,-8431088028837413,8685776306399255
197940,151829763891323,438294731704275
198000,-1452088700437982,2658411164056168
198060,-24773058647675224,26408526955052414
198120,22021389269036237,23844141403048981
198180,-1124571797993680,1639056668984352
198240,565891255909309,632781275117207
198300,33450315332033061,34136115504606829
198360,-53605293619469834,54526064542505070
198420,-1479334858753236,1655989387520228
198480,-12307757046215089,15509936047261355
198540,-34890829424075,355945040740349
198600,745104373336023,1544438442438607
198660,6046913198175,55867184645455
198720,-727177118060017,1392058677013465
198780,-8231412781991335,10316753432881895
198840,-1492347485236503,1513609230171483
198900,696054004184851,1867258564508901
198960,-33994265051296743,35048247110934457
199020,-47468629007517,224590782729735
199080,157095395172856,233272052776018
199140,-21633574198931003,29781057121622831
199200,-522855230569419,1892124153225487
199260,-1384882944801134,1772861888162252
199320,-55310662841340550,55659245060769358
199380,-30040384079840132,32113312628681798
199440,-19427017725741544,20094764004190568
199500,793301802163234,1125149067654118
199560,614957300163869,1963727266044851
199620,2132964344533067,4951290601853343
199680,-2391484397756546,2420394473726278
199740,-3016283767611456,3093524194724384
199800,-2156845701078233,2322404368416047
199860,2042841582771817,4615866795843615
199920,4589377315189163,4673746649231085
199980,-1026792600340121,1067722548702435
200040,-43890853331625,128133780997877
200100,-7144590302169807,7288655728463111
200160,23314460175485113,23538974823814627
200220,229010975328713,719775693306669
200280,72056353246211971,77122185042324185
200340,-83991666587826642,84323397359258824
200400,-3896458725506396,3926307468428146
200460,-2190976242606047,2990791148798579
200520,30955225283824,60482270807424
200580,-721001969983227,820861670184917
200640,-951330141300858,1367322958315000
200700,596935508742855,744049605597861
200760,-610868249131054,5703343806774456
200820,-675282626684307,1215548164747541
200880,-7049331536019021,7080184736413293
200940,-51380101944028,102423093708126
201000,-846366289776928,6601454679536018
201060,-177193774293112,251024696721422
201120,-45674469897249957,51950830872767931
201180,-3361944315223175,3606973365576347
201240,-35045730152104,106051406319552
201300,686138587163633,862187810973495
201360,1165032871860019,2578054581963531
201420,277019880649848,734448378171524
201480,52449147890010,146670577227632
201540,-1624047420495626,1636579416089278
201600,-27521176231800531,27641375479348083
201660,-2569513679860580,2584555342858794
201720,3056259997371022,3096481489974034
201780,-28574773025902,34701243881142
201840,-296831657808836,317867003857364
201900,3283650471854845,4398075654520369
201960,-7233862098681452,8000562330433294
202020,-250735544885690,270552665894556
202080,-1889982059997191,1964151628823179
202140,24695511934746026,24769390292937714
202200,-30585357226528632,30930781938600814
202260,2576066105271310,3013104411297096
202320,-75493082792646,1812887587313946
202380,-369154703439515,370629740748055
202440,-688603775129821,2489644783788509
202500,-27552041174659776,27562823432697782
202560,-620767849949444,805973304836572
202620,-2140890381223491,2141124413310789
202680,-444694566182477,455402791546079
202740,-111079058472405,133875015598857
202800,-108861307036749,109512863559165
202860,-7158826566138930,7174076234770500
202920,7617739497529,241842347290427
202980,-637866353262637,640285546123243
203040,-78131336682959,104679859276609
203100,-135392625875356,514528739349820
203160,47107293439420688,50376681105755908
203220,-225784252710566,233175305118118
203280,-207185234138219,227697462452763
203340,-129024018143857,153680723220253
203400,-1466725886022724,1467468956913404
203460,-849421835776460,850749301612976
203520,-8692432725068929,8748477647677557
203580,-125799079971679,133303523977473
203640,-805885825509921,846614222746283
203700,-3884440799945,5505316277601
203760,-324268212658183,383664505300491
203820,-841753950574438,842124367122568
203880,-1737780269091155,1762121496801747
203940,910044348056,5716879281934
204000,47504338566063,596974270244085
204060,-590189538040868,651750642153684
204120,-3321260871073586,3334715813292042
204180,-16819719150295,29577253798805
204240,-35799035782852,88950761973810
204300,-136038497662652,387601772002630
204360,264405617523644,484019492400210
204420,-4765652988016,86212008004172
204480,-12587119465453085,12589425208739203
204540,-8790340289130,82147711375046
204600,2801922477770785,3097281087230251
204660,-40646227752675,46446492486083
204720,-3009147810884860,3026400691114892
204780,-263208616657362,307652203324452
204840,-68235007266353,97067683574891
204900,-406502896235804,444899628457414
204960,-8210042192867319,8262779662864897
205020,-660151493835694,661983902848544
205080,-17208792725878,29403510631556
205140,-83403311975690,97863051311976
205200,50771398436387,70898665293653
205260,2485247666698992,2560219828496302
205320,-6339253456268,18459399574140
205380,-114247760851138,520772116687308
205440,-882519910005092,887535475127226
205500,-57056103052005,59999228090289
205560,-40168009097112,41632979533882
205620,-263510713961507,263510713961507
205680,-14948781840275,14948781840275
205740,-43293686411508,185337525034912
205800,-420280831605800,420280831605800
205860,-1284772150535637,1307578504880503
205920,-29743759396189,29743759396189
205980,5887025963803,11545818000883
206040,-76082194850659,77449811007421
206100,-75373228395972,75373228395972
206160,-51548213247235,51548213247235
206220,-5177409321721,7260120440695
206280,4234357088466386,4311368905548174
206340,33875151588,5771725172832
206400,-16566116434009,16594747310115
206460,-23425048615178866,23425048615178866
206520,-59641756149024,144683582185096
206580,-129622682671677,129622682671677
206640,541733129716979,910192018178563
206700,-11803209746194,15904898819662
206760,-61271283756924,62512994132682
206820,-542014877147856,542014877147856
206880,-51290349783561,51290349783561
206940,-112897093382009,112897093382009
207000,-309892133645137,309892133645137
207060,-12951800140846,12951800140846
207120,-51368443562064,51368443562064
207180,-2497394364263308,2497394364263308
207240,-78711427209675005,78713472714917369
207300,-871152575958101,871152575958101
207360,-218199574959854,218199574959854
207420,-15498926109928463,15498926109928463
207480,-42341730966799,42341730966799
207540,-106322516931236,106322516931236
207600,-8831165486470,8831165486470
207660,-430012758466539,430012758466539
207720,-417306472160890,417306472160890
207780,-25265438926611,26501358890431
207840,-91294840161042,91294840161042
207900,-22503471929103,22503471929103
207960,-12519985533111,12519985533111
208020,-270897830157683,270897830157683
208080,-97391290348240,97391290348240
208140,-20976477877491,20976477877491
208200,-490628605854452,490628605854452
208260,-245444220703614,245444220703614
208320,-196064424136836,245834337716576
208380,-632553387256765,632553387256765
