trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,outcome,pools_passing_acceptance,min_clear_rate,mean_clear_rate,mean_recapture_pct,std_recapture_pct,min_recapture_pct,max_recapture_pct,mean_gain_vs_v3_pp,min_gain_vs_v3_pp,mean_solver_payout_bps,total_trigger_events
5,1,30,0.5,2500,all four pools pass,4,1.0,1.0,99.69353034351411,0.004386293749031867,99.68616442731211,99.69760101710199,66.78749574310595,47.12365463118318,29.99551653477448,7786
5,1,30,0.5,5000,all four pools pass,4,1.0,1.0,99.69353034351411,0.004386293749031867,99.68616442731211,99.69760101710199,66.78749574310595,47.12365463118318,29.99551653477448,7786
5,1,30,1,2500,all four pools pass,4,1.0,1.0,99.69353034351411,0.004386293749031867,99.68616442731211,99.69760101710199,66.78749574310595,47.12365463118318,29.99551653477448,7786
5,1,30,1,5000,all four pools pass,4,1.0,1.0,99.69353034351411,0.004386293749031867,99.68616442731211,99.69760101710199,66.78749574310595,47.12365463118318,29.99551653477448,7786
5,1,30,5,2500,all four pools pass,4,1.0,1.0,99.69353034351411,0.004386293749031867,99.68616442731211,99.69760101710199,66.78749574310595,47.12365463118318,29.99551653477448,7786
5,1,30,5,5000,all four pools pass,4,1.0,1.0,99.69353034351411,0.004386293749031867,99.68616442731211,99.69760101710199,66.78749574310595,47.12365463118318,29.99551653477448,7786
10,1,30,0.5,2500,all four pools pass,4,1.0,1.0,99.6118057129673,0.07481414034260461,99.4844004688976,99.6733947621789,66.70577111255913,47.06384734844739,29.962370984053422,7391
10,1,30,0.5,5000,all four pools pass,4,1.0,1.0,99.6118057129673,0.07481414034260461,99.4844004688976,99.6733947621789,66.70577111255913,47.06384734844739,29.962370984053422,7391
10,1,30,1,2500,all four pools pass,4,1.0,1.0,99.6118057129673,0.07481414034260461,99.4844004688976,99.6733947621789,66.70577111255913,47.06384734844739,29.962370984053422,7391
10,1,30,1,5000,all four pools pass,4,1.0,1.0,99.6118057129673,0.07481414034260461,99.4844004688976,99.6733947621789,66.70577111255913,47.06384734844739,29.962370984053422,7391
10,1,30,5,2500,all four pools pass,4,1.0,1.0,99.6118057129673,0.07481414034260461,99.4844004688976,99.6733947621789,66.70577111255913,47.06384734844739,29.962370984053422,7391
10,1,30,5,5000,all four pools pass,4,1.0,1.0,99.6118057129673,0.07481414034260461,99.4844004688976,99.6733947621789,66.70577111255913,47.06384734844739,29.962370984053422,7391
25,5,10,0.5,2500,all four pools pass,4,1.0,1.0,99.3205943008988,0.4262364687878751,98.60736531891497,99.73366015203322,66.41455970049066,46.86552375005423,9.868157513268637,6438
25,5,10,0.5,5000,all four pools pass,4,1.0,1.0,99.3205943008988,0.4262364687878751,98.60736531891497,99.73366015203322,66.41455970049066,46.86552375005423,9.868157513268637,6438
25,5,10,1,2500,all four pools pass,4,1.0,1.0,99.3205943008988,0.4262364687878751,98.60736531891497,99.73366015203322,66.41455970049066,46.86552375005423,9.868157513268637,6438
25,5,10,1,5000,all four pools pass,4,1.0,1.0,99.3205943008988,0.4262364687878751,98.60736531891497,99.73366015203322,66.41455970049066,46.86552375005423,9.868157513268637,6438
