pool,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,mean_solver_payout_bps,n_trigger_events,lp_net_quote_token,fixed_fee_v3_recapture_pct,reprice_execution_rate,window_count
weth_usdc_3000,5.0,1.0,30.0,1.0,2500.0,99.6811973264951,1.0,29.988712670813765,34,-125.3605739578327,61.1965274899669,1.0,1
weth_usdc_3000,5.0,5.0,30.0,1.0,2500.0,99.7,1.0,30.0,34,-117.32058263447625,61.1965274899669,1.0,1
weth_usdc_3000,5.0,30.0,30.0,1.0,2500.0,97.87545347538523,0.13432835820895522,212.45465246147748,67,-881.2766093163481,61.1965274899669,0.13432835820895522,1
weth_usdc_3000,25.0,1.0,30.0,1.0,2500.0,96.60847483304497,1.0,28.967241351271202,28,-1333.626022792365,61.1965274899669,1.0,1
weth_usdc_3000,25.0,5.0,30.0,1.0,2500.0,97.81352717260428,1.0,28.936152717479334,28,-855.0608867483874,61.1965274899669,1.0,1
weth_usdc_3000,25.0,30.0,30.0,1.0,2500.0,97.93277116935319,0.16363636363636364,206.72288306468175,55,-857.5008329759959,61.1965274899669,0.16363636363636364,1
