base_train_count,branch,calibration_count,calibration_start,evaluation_scheme,fold,group_support,heldout_pool,intercept,kind,method,purge_seconds,slope,support,test_count,test_start
89220,closes_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-1.2191603553504258,log_odds_offset,sign_offset,3600,1.0,1227,9292,1769904011
89220,widens_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-1.1951365459622443,log_odds_offset,sign_offset,3600,1.0,1141,9292,1769904011
89220,zero_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-1.2191603553504258,log_odds_offset,sign_offset,3600,1.0,1227,9292,1769904011
89220,closes_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-0.7025406385296667,platt,global_platt,3600,0.4675858217755258,1227,9292,1769904011
89220,widens_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-0.7025406385296667,platt,global_platt,3600,0.4675858217755258,1227,9292,1769904011
89220,zero_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-0.7025406385296667,platt,global_platt,3600,0.4675858217755258,1227,9292,1769904011
89220,closes_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-0.7025406385296667,platt,sign_platt,3600,0.4675858217755258,1227,9292,1769904011
89220,widens_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-0.5848937188039953,platt,sign_platt,3600,0.33531889208350496,1141,9292,1769904011
89220,zero_gap,4167,1767225695,rolling_pool_held_out,2026-01_to_2026-02,7,paxg_usdc_500,-0.7025406385296667,platt,sign_platt,3600,0.4675858217755258,1227,9292,1769904011
63494,closes_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,0.0,identity,identity,3600,1.0,1844,3169,1769904011
63494,widens_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,0.0,identity,identity,3600,1.0,1844,3169,1769904011
63494,zero_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,0.0,identity,identity,3600,1.0,1844,3169,1769904011
63494,closes_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.668931032256178,log_odds_offset,global_offset,3600,1.0,1844,3169,1769904011
63494,widens_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.668931032256178,log_odds_offset,global_offset,3600,1.0,1844,3169,1769904011
63494,zero_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.668931032256178,log_odds_offset,global_offset,3600,1.0,1844,3169,1769904011
63494,closes_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.668931032256178,log_odds_offset,sign_offset,3600,1.0,1844,3169,1769904011
