adaptive_calibration_error,benign_precision,benign_surcharge_usd,brier_score,classified_coverage,closes_gap_brier_score,closes_gap_count,closes_gap_mean_probability,closes_gap_observed_toxic_rate,confirmed_test_count,current_rule_benign_surcharge_usd,evaluation_scheme,expected_calibration_error,false_negative,false_positive,fold,log_loss,maximum_calibration_error,mean_toxicity_probability,method,observed_toxic_rate,taxed_dollar_resolution_rate,test_count,toxic_precision,toxic_precision_confidence_lower,toxic_precision_confidence_upper,toxic_recall,toxic_surcharge_available_usd,toxic_surcharge_capture_rate,toxic_surcharge_captured_usd,true_negative,true_positive,unresolved_surcharge_usd,unresolved_taxed_count,widens_gap_brier_score,widens_gap_count,widens_gap_mean_probability,widens_gap_observed_toxic_rate,worst_case_benign_surcharge_usd
0.189215679914161,,0.0,0.22402346243480065,0.021238938053097345,0.005369155707230645,229,0.9723752589157219,0.9956331877729258,1130,0.007525274413612847,rolling_pool_held_out,0.18918523766907494,0,0,2026-02_to_2026-03:paxg_usdc_500,0.6205635377752198,0.7385340432536155,0.597834012647613,sign_offset,0.42035398230088494,0.10093941754673112,5393,1.0,0.8620237953250198,1.0,0.05052631578947368,3217.333909423524,0.0014463649627559831,4.6534390400769166,0,24,41.44786759687243,171,0.2795970875631175,901,0.5026398446172058,0.2741398446170921,41.44786759687243
0.20723882364537866,,0.0,0.21061348657928916,0.0,0.08726397379100746,229,0.7129585626994985,0.9956331877729258,1130,0.007525274413612847,rolling_pool_held_out,0.16424122442951233,0,0,2026-02_to_2026-03:paxg_usdc_500,0.6099416679325678,0.2908522835124719,0.5148662752812408,sign_platt,0.42035398230088494,,5393,,0.0,1.0,0.0,3217.333909423524,0.0,0.0,0,0,0.0,0,0.2419642506508946,901,0.46451873497182794,0.2741398446170921,0.0
0.15093112535992773,,0.0,0.2362583156229898,0.003067484662576687,0.10781515634274676,9,0.9786564591237862,0.8888888888888888,652,1.4669372177395761e-06,rolling_pool_held_out,0.1561324293641969,0,0,2026-02_to_2026-03:weth_usdc_3000,0.6672638992491912,0.9144699172090174,0.4303567478180271,global_offset,0.299079754601227,2.5338231876555638e-08,1933,1.0,0.34238022750665303,1.0,0.010256410256410256,574.1390762132299,6.905387038632529e-10,3.964652535255292e-07,0,2,15.646918277933697,145,0.23805612034075369,643,0.42268225730208336,0.29082426127527217,15.646918277933697
0.13972414628343446,,0.0,0.22954081276828017,0.0,0.10177577076380667,9,0.917020053859243,0.8888888888888888,652,1.4669372177395761e-06,rolling_pool_held_out,0.13630292836381547,0,0,2026-02_to_2026-03:weth_usdc_3000,0.6513658152490217,0.8336473370318753,0.4320987337108421,global_platt,0.299079754601227,,1933,,0.0,1.0,0.0,574.1390762132299,0.0,0.0,0,0,0.0,0,0.23132912595341276,643,0.42531134353769184,0.29082426127527217,0.0
0.3903629862233715,,1.4669372177395761e-06,0.37035416986736336,0.006134969325153374,0.10992417542190945,9,0.9930835712607747,0.8888888888888888,652,1.4669372177395761e-06,rolling_pool_held_out,0.3927333152808171,0,1,2026-02_to_2026-03:weth_usdc_3000,0.9691051580188915,0.7727272727272727,0.6894427408245984,identity,0.299079754601227,5.591880579597353e-07,1933,0.75,0.30064184258240184,0.9544127391902995,0.015384615384615385,574.1390762132299,7.134661815686209e-08,4.096288143951886e-05,0,3,75.87750547789011,558,0.3739993797429607,643,0.6851927136489755,0.29082426127527217,75.87750694482733
0.150822409506938,,0.0,0.23621927481723612,0.003067484662576687,0.10797581134242913,9,0.9798869280801211,0.8888888888888888,652,1.4669372177395761e-06,rolling_pool_held_out,0.1560269566034485,0,0,2026-02_to_2026-03:weth_usdc_3000,0.6672562285783232,0.9145203224800365,0.4302260103675787,sign_offset,0.299079754601227,6.027570659441601e-08,1933,1.0,0.34238022750665303,1.0,0.010256410256410256,574.1390762132299,6.905387038632529e-10,3.964652535255292e-07,0,2,6.577529356827727,135,0.23801428441486172,643,0.42253246719586346,0.29082426127527217,6.577529356827727
0.11764416709700505,,0.0,0.2217363413638791,0.0,0.10863822648363902,9,0.9880795903392189,0.8888888888888888,652,1.4669372177395761e-06,rolling_pool_held_out,0.11656071015989614,0,0,2026-02_to_2026-03:weth_usdc_3000,0.6372484425942806,0.1568331765311109,0.4156404647611231,sign_platt,0.299079754601227,,1933,,0.0,1.0,0.0,574.1390762132299,0.0,0.0,0,0,0.0,0,0.22331936318957452,643,0.4076280975290813,0.29082426127527217,0.0
0.18163206734408113,,0.0,0.2039285273629041,0.029940119760479042,0.021214166823126837,143,0.9748062461267561,0.9790209790209791,1169,0.10608538876963862,rolling_chronological,0.16760569568043543,0,0,2026-03_to_2026-04,0.5893761858867393,0.7140618211022083,0.4594683881387277,global_offset,0.31308810949529514,5.1143982059643665e-08,4285,1.0,0.9010990076755959,0.9999999999999999,0.09562841530054644,863.805839109076,3.703876827569714e-08,3.199430430995519e-05,0,35,625.5731639419001,236,0.22939456396835062,1026,0.38764254633337875,0.2202729044834308,625.5731639419001
0.18531831408836597,,0.0,0.20670234127201012,0.0,0.02104100800185495,143,0.9809255728805373,0.9790209790209791,1169,0.10608538876963862,rolling_chronological,0.16936082226829932,0,0,2026-03_to_2026-04,0.5966174511599865,0.7351485494878263,0.46115535618366077,global_platt,0.31308810949529514,,4285,,0.0,1.0,0.0,863.805839109076,0.0,0.0,0,0,0.0,0,0.23257911579211946,1026,0.388711748983219,0.2202729044834308,0.0
0.40293398217651166,,0.0,0.35791657598589277,0.09067579127459367,0.020877488602681564,143,0.9928829089737838,0.9790209790209791,1169,0.10608538876963862,rolling_chronological,0.4029339821765116,0,0,2026-03_to_2026-04,0.9455231991953706,0.7464307093684527,0.7160220916718067,identity,0.31308810949529514,0.003788846749193891,4285,1.0,0.9650272414265277,1.0,0.2896174863387978,863.805839109076,0.004407594925507136,3.807306233080597,0,106,1001.0647524984142,703,0.4048918094125976,1026,0.6774342779542798,0.2202729044834308,1001.0647524984142
