brier_score,count,evaluation_scheme,expected_calibration_error,mean_toxicity_probability,method,observed_toxic_rate,pool_family,probability_branch,test_month
0.28327231382120965,14,rolling_chronological,0.2818113184832579,0.9960970327689722,identity,0.7142857142857143,weth_usdc_3000,closes_gap,2026-02
0.1100884446841558,9,rolling_chronological,0.10519099942878052,0.9940798883176694,identity,0.8888888888888888,weth_usdc_3000,closes_gap,2026-03
0.22056200809581383,9,rolling_chronological,0.21285976276366136,0.9906375405414392,identity,0.7777777777777778,weth_usdc_3000,closes_gap,2026-04
0.03684339593266445,27,rolling_chronological,0.027649831252304136,0.990612794215267,identity,0.9629629629629629,weth_usdc_3000,closes_gap,2026-05
8.818983627189404e-05,12,rolling_chronological,0.005815794764925553,0.9941842052350744,identity,1.0,weth_usdc_3000,closes_gap,2026-06
0.34577725511749735,856,rolling_chronological,0.3274871175662572,0.6989824446690609,identity,0.37149532710280375,weth_usdc_3000,widens_gap,2026-02
0.35383221900050216,643,rolling_chronological,0.37203348187904567,0.6606445597591748,identity,0.29082426127527217,weth_usdc_3000,widens_gap,2026-03
0.3537392700969127,448,rolling_chronological,0.37837471209428136,0.661301740890093,identity,0.2924107142857143,weth_usdc_3000,widens_gap,2026-04
0.35155621443429275,345,rolling_chronological,0.38830291941083206,0.657465994785569,identity,0.27246376811594203,weth_usdc_3000,widens_gap,2026-05
0.2852508096015551,1206,rolling_chronological,0.21129492802660713,0.6112981516493143,identity,0.4021558872305141,weth_usdc_3000,widens_gap,2026-06
0.9969636959378176,1,rolling_chronological,0.9984806938232795,0.9984806938232795,sign_offset,0.0,eurc_usdc_500,closes_gap,2026-02
0.9692904347697447,1,rolling_chronological,0.9845254871102854,0.9845254871102854,sign_offset,0.0,eurc_usdc_500,closes_gap,2026-03
0.9899894984805647,1,rolling_chronological,0.9949821598805502,0.9949821598805502,sign_offset,0.0,eurc_usdc_500,closes_gap,2026-04
0.014429278919082036,2,rolling_chronological,0.12012193354705059,0.8798780664529494,sign_offset,1.0,eurc_usdc_500,closes_gap,2026-05
2.538626533652539e-05,6,rolling_chronological,0.00503847847435368,0.9949615215256463,sign_offset,1.0,eurc_usdc_500,closes_gap,2026-06
0.44757308680524743,220,rolling_chronological,0.4878743286831733,0.20758021677137212,sign_offset,0.6954545454545454,eurc_usdc_500,widens_gap,2026-02
0.20745802286526577,471,rolling_chronological,0.08362037176315257,0.510869128021555,sign_offset,0.554140127388535,eurc_usdc_500,widens_gap,2026-03
0.22804760094779042,65,rolling_chronological,0.36151365713336114,0.4068715536636423,sign_offset,0.2923076923076923,eurc_usdc_500,widens_gap,2026-04
0.4653015100557825,94,rolling_chronological,0.5351124013810309,0.18829185393811812,sign_offset,0.723404255319149,eurc_usdc_500,widens_gap,2026-05
0.4535251070672663,76,rolling_chronological,0.48304961590016554,0.2406345946261503,sign_offset,0.7236842105263158,eurc_usdc_500,widens_gap,2026-06
0.005264683311046195,214,rolling_chronological,0.0243256757600252,0.9710014270437132,sign_offset,0.9953271028037384,paxg_usdc_500,closes_gap,2026-02
