timestamp,block_number,tx_hash,log_index,price_wad,price
1760052623,23543467,0x6225ff9c50b5b2dbe5eafb0e128d19f5fd9bbd5c453be7e89c7411578ee9e9cd,577,121599540017693458446754,121599.540017693458446754
1760056235,23543767,0xeb68f5ef62fddbc823a6a14c3ec7b50e16232a019e38b5e048c39cadf98d2996,182,121948915449653320305222,121948.915449653320305222
1760059859,23544063,0x4d894973139c7edd032ce8993c24a79e0c487b6f7532b6646263c1630369d72a,119,121918969512298382012716,121918.969512298382012716
1760063507,23544365,0xb05f0542f358b587c0fe4cf5818d03381b3c0ecc371e1b1e389f7eb562b3cb28,380,121383410670736077419498,121383.410670736077419498
