tick_index,liquidity_net,liquidity_gross
-887270,18048308041930781,18048308041930781
-887220,765690684622,765690684622
-92110,398290794261,398290794261
-76280,29651014881301328537,29651014881301328537
-75980,-29651014881301328537,29651014881301328537
0,13570724854034,13570724854034
100,100,100
110,-100,100
100000,-13570724854034,13570724854034
108340,2266789968,2266789968
108360,2273693713,2273693713
115120,144810683332502,144810683332502
115140,24308826080,24308826080
138160,2344264358099,2344264358099
149150,9403707956281,9403707956281
161190,141838200716664,141838200716664
161930,263993274036813,263993274036813
175170,250277056212634,250277056212634
177250,1142415145764782,1142415145764782
177280,770332852546168,770332852546168
178340,68579783371570,68579783371570
180160,364161156063799,364161156063799
180180,419968624358816,419968624358816
181260,88680311208,88680311208
181590,105220981852142,105220981852142
182050,232055391872481,232055391872481
182390,3451150785812214,3451150785812214
182770,1084560033827482,1084560033827482
183160,1104057347094,1104057347094
183260,14920025509875,14920025509875
183310,159498928900521,159498928900521
184200,17409290878,17409290878
184210,559777428993210,559777428993210
184220,12184253260020852,12186461374715040
184230,-3397635186717387,3397635186717387
184940,1389538197360745,1389538197360745
185050,477197831652989,477197831652989
185210,1049687190863,1049687190863
185260,3087769093377019,3087769093377019
185270,1966677474851927,1966677474851927
185610,216561326378056,216561326378056
185840,297728093,297728093
185880,8916239596961,8916239596961
186060,40207139673006,40207139673006
186320,8039254639562,8039254639562
186420,228699723058089,228699723058089
186430,677978708457849,677978708457849
186450,775828850774930,775829446231116
186700,331796098103,331796098103
186940,238266340863267,238266340863267
187090,241570756509439,241570756509439
187780,5120909572742908,5123771082834946
187820,201706660712107,201706660712107
187940,57317462295040,57317462295040
188370,1965415581635,1965415581635
188380,1270657089796,1270657089796
188450,10013802424018,10013802424018
188520,8028102503835976,8028102503835976
188820,250039264055,250039264055
188920,31339415096466308,31339415096466308
188990,6391022318941913,6391022318941913
189020,431254538102,431254538102
189040,4459378691580,4459378691580
189130,1491132445622,1491132445622
189150,52549559100867,52549559100867
189210,107388554969,107388554969
189230,340084690257182,340084690257182
189280,913527555603807,913527555603807
189320,30294418545736023,30294418545736023
189340,187171038920587,187171038920587
189360,763694285554174,763694285554174
189380,62456218037,62456218037
189460,2659554920775,2659554920775
189490,15495628622710,15495628622710
189520,4355219688957,4355219688957
189530,25705399149457,25705399149457
189560,1052420819309737,1052420819309737
189770,115611420744581,115611420744581
189810,712125106996,712125106996
189860,93956324460508,93956324460508
189880,1034480184182597,1034480184182597
189960,99016466494448,99016466494448
189990,702749072590,702749072590
190010,880683910323174,880683910323174
190020,105649313694645,105649313694645
190100,1148954928033,1148954928033
190140,2082544348785232,2082544348785232
190150,30742086068704,30742086068704
190190,17706888506235679,17706888506235679
190200,533963967523666,533963967523666
190310,30292588971765,30292588971765
190350,138515753446217,138515753446217
190380,24426239219004861,24426239219004861
190490,24364329331668,24364329331668
190500,61542089334696,61542089334696
190570,114426697412,114426697412
190610,78877582031074,78877582031074
190700,1519797045982507,1519797045982507
190750,10103758092776,10103758092776
190760,140570457086261523,140570457086261523
190800,1766897636175293,1766897636175293
190850,616420738052590,616420738052590
190890,9944685150970,9944685150970
190920,236584288753713,236584288753713
190940,530555584229873283,530555584229873283
190950,467104856038985,467104856038985
190980,12398757623364,12398757623364
191000,254972747941,254972747941
191010,504952910212428,504952910212428
191020,2454142663090112,2454142663090112
191040,77532847483619,77532847483619
191060,2717386843272346,2717386843272346
191080,2593851273572619,2593851273572619
191090,514747739316929,514747739316929
191110,8286453132659828,8286453132659828
191120,1099748803979565,1099748803979565
191130,27563266076594,27563266076594
191140,518922731163872938,518922781749013942
191150,58441692625406223,61177497866243919
191160,1691362497092551,1691390772648081
191170,15936898545036553,15936898545036553
191190,68591975473760,68591975473760
191200,1050191227952063,1050191227952063
191210,152103205490126,152103205490126
191220,955591808173212,955591808173212
191240,18902166094195,18902166094195
191250,25333407661202764,25333407661202764
191270,805844401870437,805844401870437
191290,4401650642802915,4401650642802915
191340,-482610673263250802,578500495196495764
191350,7769977132025033,7769977132025033
191360,5188820077378081,5188820077378081
191380,1862939547921403,1862939547921403
191390,6783329557647,6783329557647
191400,5039433626820,5039433626820
191410,2094699975947,2094699975947
191420,26843785520227,26843785520227
191450,16096566128147788,16096566128147788
191470,21281275664796631,21281275664796631
191520,11829941542051,11829941542051
191530,58463269896662,58463269896662
191540,639110252349782884,639110252349782884
191550,-385744700081401300,386175742463505880
191560,5960390723447853,5960390723447853
191610,2028300382284212,2028300382284212
191630,278138286735878245,278138286735878245
