block_number,timestamp,tx_hash,log_index,event_type,tick_lower,tick_upper,amount,amount0,amount1
24690459,1773910367,0x7ce600364e28729e5a3b88309b5fe212b194a61830bd5502f5177b4c278e29c7,180,mint,115792089237316195423570985008687907853269984665640564039457584007913112586396,115792089237316195423570985008687907853269984665640564039457584007913112586397,5451920912056041078784,249519180779633539830187,23056219963
24690459,1773910367,0x26ac212314e5805e51b9acd7ef2a0d9827732d78c514de3caad430e6e5ab94da,191,burn,115792089237316195423570985008687907853269984665640564039457584007913112586396,115792089237316195423570985008687907853269984665640564039457584007913112586397,5451920912056041078784,247788963329842371975945,24786457170
