study,month,window_id,window_dir,pair,fee_tier,block_start,block_end,window_idx,analysis_basis,confirmed_label_rate,dutch_auction_fallback_rate,dutch_auction_fill_rate,dutch_auction_lp_net_quote,dutch_auction_lp_net_vs_fixed_fee_quote,dutch_auction_lp_net_vs_hook_quote,dutch_auction_mean_solver_surplus_quote,dutch_auction_min_lp_uplift_quote,dutch_auction_min_lp_uplift_stale_loss_bps,dutch_auction_min_stale_loss_quote,dutch_auction_no_reference_rate,dutch_auction_oracle_failclosed_rate,dutch_auction_oracle_ranking,dutch_auction_reserve_mode,dutch_auction_solver_payment_hook_cap_multiple,dutch_auction_trigger_mode,dutch_auction_trigger_rate,exact_replay_reliable,fee_identity_holds,fee_identity_max_error_exact,fee_policy_ranking,hook_benign_mean_overcharge_bps,hook_rejected_fee_cap,hook_rejected_stale_oracle,hook_toxic_clip_rate,hook_volume_loss_rate,oracle_ranking,oracle_sources,oracle_updates,pool,primary_oracle_source,regime,replay_error_p50,replay_error_p99,replay_error_tolerance,swap_samples
study_eurc,,eurc_usdc_500_month_24961026_24968225_w26,exports/study_eurc/age25h/2026_04_eurc_usdc/eurc_usdc_500_month_24961026_24968225_w26,eurc_usdc,500,24961026,24968225,26,observed_pool,0.0,,,354.2643932504041,67.4281246889492,0.0,,0.0,100.0,1.0,0.08163265306122448,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.08163265306122448,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,98
study_eurc,,eurc_usdc_500_month_24989826_24996367_w30,exports/study_eurc/age25h/2026_04_eurc_usdc/eurc_usdc_500_month_24989826_24996367_w30,eurc_usdc,500,24989826,24996367,30,observed_pool,0.08943089430894309,0.0,1.0,988.9960890813888,1137.013158200529,136.22835792964452,0.02130907319407239,0.0,100.0,1.0,0.13821138211382114,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.16260162601626016,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.13821138211382114,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,246
study_eurc,,eurc_usdc_500_month_24996367_25003566_w01,exports/study_eurc/age25h/2026_05_eurc_usdc/eurc_usdc_500_month_24996367_25003566_w01,eurc_usdc,500,24996367,25003566,1,observed_pool,0.14207650273224043,0.0,1.0,354.0543140630879,957.9593249396946,221.9050267874518,0.05953158953561984,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.2677595628415301,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,6,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,183
study_eurc,,eurc_usdc_500_month_25003567_25010766_w02,exports/study_eurc/age25h/2026_05_eurc_usdc/eurc_usdc_500_month_25003567_25010766_w02,eurc_usdc,500,25003567,25010766,2,observed_pool,0.3333333333333333,0.0,1.0,124.21510450206253,48.24239417247114,1.1283899158825506,0.0036579121538211634,0.0,100.0,1.0,0.027777777777777776,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.041666666666666664,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.027777777777777776,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,72
study_eurc,,eurc_usdc_500_month_25197967_25205166_w29,exports/study_eurc/age25h/2026_05_eurc_usdc/eurc_usdc_500_month_25197967_25205166_w29,eurc_usdc,500,25197967,25205166,29,observed_pool,0.1951219512195122,0.0,1.0,463.19089746825523,842.3390306756417,167.75292081694965,0.04232487645414765,0.0,100.0,1.0,0.1073170731707317,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.12682926829268293,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.1073170731707317,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,205
study_eurc,,eurc_usdc_500_month_25212367_25218797_w31,exports/study_eurc/age25h/2026_05_eurc_usdc/eurc_usdc_500_month_25212367_25218797_w31,eurc_usdc,500,25212367,25218797,31,observed_pool,0.06818181818181818,,,156.51348120710543,40.7935153539581,-2.842170943040401e-14,,0.0,100.0,1.0,0.06818181818181818,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.06818181818181818,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,88
study_eurc,,eurc_usdc_500_month_25218797_25225996_w01,exports/study_eurc/age25h/2026_06_eurc_usdc/eurc_usdc_500_month_25218797_25225996_w01,eurc_usdc,500,25218797,25225996,1,observed_pool,0.13414634146341464,0.0,1.0,700.8856539728447,341.79166858373725,72.98744994210574,0.07280004691935091,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0975609756097561,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,164
study_eurc,,eurc_usdc_500_month_25254797_25261996_w06,exports/study_eurc/age25h/2026_06_eurc_usdc/eurc_usdc_500_month_25254797_25261996_w06,eurc_usdc,500,25254797,25261996,6,observed_pool,0.11627906976744186,0.0,1.0,188.5193214776209,239.4355038909749,58.38553957557724,0.0036338526501035464,0.0,100.0,1.0,0.3023255813953488,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.24031007751937986,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.3023255813953488,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,129
study_eurc,,eurc_usdc_500_month_25413197_25420396_w28,exports/study_eurc/age25h/2026_06_eurc_usdc/eurc_usdc_500_month_25413197_25420396_w28,eurc_usdc,500,25413197,25420396,28,observed_pool,0.0625,0.0,1.0,101.30360284503149,22.66236844832582,2.1292003417467953,0.0022935609280179126,0.0,100.0,1.0,0.0375,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.025,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0375,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,80
study_eurc,,eurc_usdc_500_month_25427597_25433938_w30,exports/study_eurc/age25h/2026_06_eurc_usdc/eurc_usdc_500_month_25427597_25433938_w30,eurc_usdc,500,25427597,25433938,30,observed_pool,0.20304568527918782,0.0,1.0,589.8224867846707,540.9802676297445,98.9841034329408,0.04532189421259781,0.0,100.0,1.0,0.14213197969543148,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.08121827411167512,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.14213197969543148,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,197
study_eurc,,eurc_usdc_500_month_24136052_24143251_w01,exports/study_eurc/fixed/2026_01_eurc_usdc/eurc_usdc_500_month_24136052_24143251_w01,eurc_usdc,500,24136052,24143251,1,observed_pool,0.03418803418803419,0.0,1.0,432.6400344446033,114.45826433840239,2.245979517445562,0.09111891035191254,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.03418803418803419,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,117
study_eurc,,eurc_usdc_500_month_24150452_24157651_w03,exports/study_eurc/fixed/2026_01_eurc_usdc/eurc_usdc_500_month_24150452_24157651_w03,eurc_usdc,500,24150452,24157651,3,observed_pool,0.0,0.0,1.0,678.2180474669109,912.7714485352208,158.33119714142117,0.11156245667901174,0.0,100.0,1.0,0.20725388601036268,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.11398963730569948,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.20725388601036268,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,193
study_eurc,,eurc_usdc_500_month_24344852_24352051_w30,exports/study_eurc/fixed/2026_01_eurc_usdc/eurc_usdc_500_month_24344852_24352051_w30,eurc_usdc,500,24344852,24352051,30,observed_pool,0.20759837177747625,0.0,1.0,4209.596668729167,4415.649075522868,646.0109362690291,0.13022594672218837,0.0,100.0,1.0,0.1587516960651289,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.15061058344640435,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.1587516960651289,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,737
study_eurc,,eurc_usdc_500_month_24352052_24358292_w31,exports/study_eurc/fixed/2026_01_eurc_usdc/eurc_usdc_500_month_24352052_24358292_w31,eurc_usdc,500,24352052,24358292,31,observed_pool,0.319755600814664,0.0,1.0,3423.6895234675258,2958.207331628875,327.303941705773,0.14427107853744112,0.0,100.0,1.0,0.06720977596741344,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.1120162932790224,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.06720977596741344,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,491
study_eurc,,eurc_usdc_500_month_24358292_24365491_w01,exports/study_eurc/fixed/2026_02_eurc_usdc/eurc_usdc_500_month_24358292_24365491_w01,eurc_usdc,500,24358292,24365491,1,observed_pool,0.3550561797752809,0.0,1.0,1147.6552710444066,1264.143930724199,216.25459301996443,0.22490067081843848,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.10786516853932585,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,445
study_eurc,,eurc_usdc_500_month_24365492_24372691_w02,exports/study_eurc/fixed/2026_02_eurc_usdc/eurc_usdc_500_month_24365492_24372691_w02,eurc_usdc,500,24365492,24372691,2,observed_pool,0.12888198757763975,0.0,1.0,2185.078372602466,5607.389083726019,1464.5309940507223,0.3252755780467272,0.0,100.0,1.0,0.3027950310559006,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.17857142857142858,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.3027950310559006,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,644
study_eurc,,eurc_usdc_500_month_24545492_24552691_w27,exports/study_eurc/fixed/2026_02_eurc_usdc/eurc_usdc_500_month_24545492_24552691_w27,eurc_usdc,500,24545492,24552691,27,observed_pool,0.0,0.0,1.0,1840.2495767096875,1384.2578555410703,69.66423583613687,1.164881885268534,0.0,100.0,1.0,0.12037037037037036,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.040123456790123455,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.12037037037037036,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,324
study_eurc,,eurc_usdc_500_month_24552692_24558867_w28,exports/study_eurc/fixed/2026_02_eurc_usdc/eurc_usdc_500_month_24552692_24558867_w28,eurc_usdc,500,24552692,24558867,28,observed_pool,0.0,,,727.6256903636446,159.65953931485126,2.2737367544323206e-13,,0.0,100.0,1.0,0.2757009345794392,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.2757009345794392,chainlink,chainlink,1,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,214
study_eurc,,eurc_usdc_500_month_24558867_24566066_w01,exports/study_eurc/fixed/2026_03_eurc_usdc/eurc_usdc_500_month_24558867_24566066_w01,eurc_usdc,500,24558867,24566066,1,observed_pool,0.3242630385487528,0.0,1.0,2278.181448432035,994.1388347123755,17.66434373844504,0.11527822322903004,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.031746031746031744,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,5,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,441
study_eurc,,eurc_usdc_500_month_24566067_24573266_w02,exports/study_eurc/fixed/2026_03_eurc_usdc/eurc_usdc_500_month_24566067_24573266_w02,eurc_usdc,500,24566067,24573266,2,observed_pool,0.14307692307692307,0.0,1.0,2461.1695041603757,1923.4075521065056,265.19927801478843,0.22704323756493458,0.0,100.0,1.0,0.18769230769230769,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.08923076923076922,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.18769230769230769,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,650
study_eurc,,eurc_usdc_500_month_24760467_24767666_w29,exports/study_eurc/fixed/2026_03_eurc_usdc/eurc_usdc_500_month_24760467_24767666_w29,eurc_usdc,500,24760467,24767666,29,observed_pool,0.0,,,201.96573449340454,31.95957229260756,0.0,,0.0,100.0,1.0,0.18439716312056736,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.18439716312056736,chainlink,chainlink,1,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,141
study_eurc,,eurc_usdc_500_month_24774867_24781026_w31,exports/study_eurc/fixed/2026_03_eurc_usdc/eurc_usdc_500_month_24774867_24781026_w31,eurc_usdc,500,24774867,24781026,31,observed_pool,0.4009546539379475,0.0,1.0,1237.0086211616883,758.5912672838583,113.65106255331034,0.051083792392684124,0.0,100.0,1.0,0.06921241050119331,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.1718377088305489,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.06921241050119331,chainlink,chainlink,5,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,419
study_eurc,,eurc_usdc_500_month_24781026_24788225_w01,exports/study_eurc/fixed/2026_04_eurc_usdc/eurc_usdc_500_month_24781026_24788225_w01,eurc_usdc,500,24781026,24788225,1,observed_pool,0.10277777777777777,0.0,1.0,1209.371399084622,1060.7796838078605,151.35971756985964,0.02390566308361971,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.17777777777777778,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,360
study_eurc,,eurc_usdc_500_month_24802626_24809825_w04,exports/study_eurc/fixed/2026_04_eurc_usdc/eurc_usdc_500_month_24802626_24809825_w04,eurc_usdc,500,24802626,24809825,4,observed_pool,0.0,,,123.12328029369172,25.30096280574884,0.0,,0.0,100.0,1.0,0.2077922077922078,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.2077922077922078,chainlink,chainlink,2,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,77
study_eurc,,eurc_usdc_500_month_24961026_24968225_w26,exports/study_eurc/fixed/2026_04_eurc_usdc/eurc_usdc_500_month_24961026_24968225_w26,eurc_usdc,500,24961026,24968225,26,observed_pool,0.061224489795918366,0.0,1.0,373.5974444686626,123.9396574160389,1.9398874111791429,0.003915615061909139,0.0,100.0,1.0,0.08163265306122448,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.05102040816326531,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.08163265306122448,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,98
study_eurc,,eurc_usdc_500_month_24989826_24996367_w30,exports/study_eurc/fixed/2026_04_eurc_usdc/eurc_usdc_500_month_24989826_24996367_w30,eurc_usdc,500,24989826,24996367,30,observed_pool,0.0975609756097561,0.0,1.0,1260.8920025942946,914.1097141657038,119.15057613868112,0.07634659747063714,0.0,100.0,1.0,0.13821138211382114,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.16666666666666666,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.13821138211382114,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,246
study_eurc,,eurc_usdc_500_month_24996367_25003566_w01,exports/study_eurc/fixed/2026_05_eurc_usdc/eurc_usdc_500_month_24996367_25003566_w01,eurc_usdc,500,24996367,25003566,1,observed_pool,0.3333333333333333,0.0,1.0,779.555519002079,397.6315801030434,96.22884046766956,0.14785528829241723,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.14207650273224043,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,6,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,183
study_eurc,,eurc_usdc_500_month_25003567_25010766_w02,exports/study_eurc/fixed/2026_05_eurc_usdc/eurc_usdc_500_month_25003567_25010766_w02,eurc_usdc,500,25003567,25010766,2,observed_pool,0.20833333333333334,0.0,1.0,91.42036154542882,118.28656602087918,4.79752911982294,0.0034194224748786417,0.0,100.0,1.0,0.027777777777777776,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.1527777777777778,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.027777777777777776,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,72
study_eurc,,eurc_usdc_500_month_25197967_25205166_w29,exports/study_eurc/fixed/2026_05_eurc_usdc/eurc_usdc_500_month_25197967_25205166_w29,eurc_usdc,500,25197967,25205166,29,observed_pool,0.18536585365853658,0.0,1.0,754.2528200801896,680.8325540279109,200.40207391090655,0.2938378136995437,0.0,100.0,1.0,0.1073170731707317,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0975609756097561,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.1073170731707317,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,205
study_eurc,,eurc_usdc_500_month_25212367_25218797_w31,exports/study_eurc/fixed/2026_05_eurc_usdc/eurc_usdc_500_month_25212367_25218797_w31,eurc_usdc,500,25212367,25218797,31,observed_pool,0.10227272727272728,,,190.80535547565455,60.69936646135517,2.842170943040401e-14,,0.0,100.0,1.0,0.06818181818181818,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.06818181818181818,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,88
study_eurc,,eurc_usdc_500_month_25218797_25225996_w01,exports/study_eurc/fixed/2026_06_eurc_usdc/eurc_usdc_500_month_25218797_25225996_w01,eurc_usdc,500,25218797,25225996,1,observed_pool,0.16463414634146342,,,802.9768091585768,214.53379348767464,4.547473508864641e-13,,0.0,100.0,1.0,0.0,,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0,,,,log_fee|linear_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0,chainlink,chainlink,4,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,164
study_eurc,,eurc_usdc_500_month_25254797_25261996_w06,exports/study_eurc/fixed/2026_06_eurc_usdc/eurc_usdc_500_month_25254797_25261996_w06,eurc_usdc,500,25254797,25261996,6,observed_pool,0.2713178294573643,0.0,1.0,162.06440023237562,400.70379650298014,92.60039595439306,0.004385789393240734,0.0,100.0,1.0,0.3023255813953488,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.17829457364341086,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.3023255813953488,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,129
study_eurc,,eurc_usdc_500_month_25413197_25420396_w28,exports/study_eurc/fixed/2026_06_eurc_usdc/eurc_usdc_500_month_25413197_25420396_w28,eurc_usdc,500,25413197,25420396,28,observed_pool,0.0875,0.0,1.0,73.03687227757803,83.14711328460429,8.325223244476518,0.0018633645334215677,0.0,100.0,1.0,0.0375,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.15,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.0375,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,80
study_eurc,,eurc_usdc_500_month_25427597_25433938_w30,exports/study_eurc/fixed/2026_06_eurc_usdc/eurc_usdc_500_month_25427597_25433938_w30,eurc_usdc,500,25427597,25433938,30,observed_pool,0.18274111675126903,0.0,1.0,680.3238133771405,350.93839649531833,15.244257814757134,0.04982362992969742,0.0,100.0,1.0,0.14213197969543148,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.03553299492385787,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,0,0,0.0,0.14213197969543148,chainlink,chainlink,3,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,chainlink,stress,,,,197
study_recent,2026_01,weth_usdc_3000_month_24136052_24143251_w01,exports/study_recent/2026_01_weth_usdc/weth_usdc_3000_month_24136052_24143251_w01,weth_usdc,3000,24136052,24143251,1,observed_pool,0.2876712328767123,0.09090909090909091,0.9090909090909091,490285.714726782,1927.4921260831761,5.8212491811136715,0.002208760816278432,0.0,100.0,1.0,0.0,0.09090909090909091,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.03767123287671233,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,58,1,0.9666666666666667,0.20205479452054795,chainlink,chainlink,28,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,292
study_recent,2026_01,weth_usdc_3000_month_24208052_24215251_w11,exports/study_recent/2026_01_weth_usdc/weth_usdc_3000_month_24208052_24215251_w11,weth_usdc,3000,24208052,24215251,11,observed_pool,0.3044397463002114,0.0,1.0,3325652.7314653355,7179.470592373051,19.68478139070794,0.08289036646487631,0.0,100.0,1.0,0.09090909090909091,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.02536997885835095,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,80,0,0.9523809523809523,0.26004228329809725,chainlink,chainlink,26,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,473
study_recent,2026_01,weth_usdc_3000_month_24280052_24287251_w21,exports/study_recent/2026_01_weth_usdc/weth_usdc_3000_month_24280052_24287251_w21,weth_usdc,3000,24280052,24287251,21,observed_pool,0.3461077844311377,0.03225806451612903,0.967741935483871,5504285.630764795,26381.55851519853,61.09424315113574,0.09826345748486144,0.0,100.0,1.0,0.13293413173652693,0.03225806451612903,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.037125748502994015,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,233,0,0.8629629629629629,0.4119760479041916,chainlink,chainlink,56,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,835
study_recent,2026_01,weth_usdc_3000_month_24352052_24358292_w31,exports/study_recent/2026_01_weth_usdc/weth_usdc_3000_month_24352052_24358292_w31,weth_usdc,3000,24352052,24358292,31,observed_pool,0.32890070921985815,0.0,1.0,20121667.003846943,12128.36021348834,22.666565019637346,0.11264888657173032,0.0,100.0,1.0,0.01773049645390071,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.0070921985815602835,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,442,0,0.9587852494577006,0.4095744680851064,chainlink,chainlink,96,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,1128
study_recent,2026_02,weth_usdc_3000_month_24358292_24365491_w01,exports/study_recent/2026_02_weth_usdc/weth_usdc_3000_month_24358292_24365491_w01,weth_usdc,3000,24358292,24365491,1,observed_pool,0.2785947712418301,0.0,1.0,6829486.4402165115,21785.26377454307,341.6384723111987,0.043192475698178676,0.0,100.0,1.0,0.0,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.04493464052287582,,,,hook_fee|linear_fee|log_fee|fixed_fee,0.0,586,0,1.0,0.47875816993464054,chainlink,chainlink,124,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,1224
study_recent,2026_02,weth_usdc_3000_month_24423092_24430291_w10,exports/study_recent/2026_02_weth_usdc/weth_usdc_3000_month_24423092_24430291_w10,weth_usdc,3000,24423092,24430291,10,observed_pool,0.25158227848101267,0.0,1.0,551882.301213593,2490.6901337839663,12.1012349674711,0.0014817663522506304,0.0,100.0,1.0,0.314873417721519,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.02531645569620253,,,,hook_fee|linear_fee|log_fee|fixed_fee,0.0,128,3,1.0,0.5221518987341772,chainlink,chainlink,42,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,632
study_recent,2026_02,weth_usdc_3000_month_24487892_24495091_w19,exports/study_recent/2026_02_weth_usdc/weth_usdc_3000_month_24487892_24495091_w19,weth_usdc,3000,24487892,24495091,19,observed_pool,0.2576271186440678,0.0,1.0,669531.7519892679,2039.8552715426777,55.82838296960108,0.0026090751293057087,0.0,100.0,1.0,0.14745762711864407,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.04915254237288136,,,,linear_fee|log_fee|hook_fee|fixed_fee,0.0,222,0,0.9779735682819384,0.523728813559322,chainlink,chainlink,40,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,590
study_recent,2026_02,weth_usdc_3000_month_24552692_24558867_w28,exports/study_recent/2026_02_weth_usdc/weth_usdc_3000_month_24552692_24558867_w28,weth_usdc,3000,24552692,24558867,28,observed_pool,0.301521438450899,0.0,1.0,1307019.661351102,8722.998448736966,31.64721558871679,0.03965978877267589,0.0,100.0,1.0,0.1825726141078838,0.0,chainlink,hook_counterfactual,1.0,auction_beats_hook,0.040110650069156296,,,,hook_fee|linear_fee|log_fee|fixed_fee,0.0,179,0,1.0,0.43015214384508993,chainlink,chainlink,48,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,chainlink,stress,,,,723
