floor_mode,oracle_volatility_threshold_bps,min_stale_loss_usd,median_min_stale_loss_quote,processed_windows,lp_uplift_vs_baseline_quote,recapture_pct,trigger_count,clear_count,trade_count,clear_rate_pct,reprice_execution_pct,no_trade_pct,fail_closed_pct,better_rows
usd,0.0,0.0,0.0,124,3240997.8577375785,91.83505589289373,8183,8183,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
usd,0.0,0.5,0.25007358830463944,124,3240985.367701169,91.83470198238774,7940,7940,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
usd,0.0,1.0,0.5001471766092789,124,3240964.363444276,91.83410681781486,7855,7855,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
usd,0.0,5.0,2.500735883046394,124,3240634.2450078446,91.8247527711935,7508,7508,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
usd,0.0,25.0,12.503679415231971,124,3237898.32350183,91.74722926903395,6826,6826,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,122
usd,0.0,100.0,50.014717660927886,124,3222504.361671352,91.31103479832797,5423,5423,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,115
usd,5.0,0.0,0.0,124,3172518.582486797,89.89466643686666,7717,7717,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
usd,5.0,0.5,0.25007358830463944,124,3172517.325956786,89.89463083255315,7671,7671,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
