oracle_volatility_threshold_bps,min_stale_loss_quote,processed_windows,lp_uplift_vs_baseline_quote,recapture_pct,trigger_count,clear_count,trade_count,clear_rate_pct,reprice_execution_pct,no_trade_pct,fail_closed_pct,better_rows
0.0,0.0,124,3240997.8577375785,91.83505589289373,8183,8183,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
0.0,0.5,124,3240338.280834864,91.81636650018655,2449,2449,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,72
0.0,1.0,124,3240225.744026566,91.81317772175048,2280,2280,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,64
0.0,5.0,124,3239765.739674806,91.8001433023497,2098,2098,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,63
0.0,25.0,124,3236760.214679089,91.71498047038106,1858,1858,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,61
0.0,100.0,124,3220925.454332276,91.26629578580824,1594,1594,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,55
5.0,0.0,124,3172518.582486797,89.89466643686666,7717,7717,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,124
5.0,0.5,124,3171873.0015599765,89.87637362610272,2311,2311,8292,100.0,100.0,2.6670795554442526,2.6670795554442526,72
