pool,completed_windows,manifest_windows,coverage_pct,swaps,oracle_updates,hook_volume_loss_pct,hook_volume_preserved_pct,hook_benign_extra_cost_bps,hook_toxic_clip_pct,hook_stale_oracle_rejects,hook_fee_cap_rejects
WETH/USDC 0.30%,31,31,100.0,25726,1415,8.979242789395942,91.02075721060405,0.0,0.0,72,0
WBTC/USDC 0.05%,31,31,100.0,41861,999,10.446477628341416,89.55352237165859,0.0,0.0,84,0
LINK/WETH 0.30%,31,31,100.0,14786,3779,0.0,100.0,0.0,0.0,0,0
UNI/WETH 0.30%,31,31,100.0,6847,2591,0.0,100.0,0.0,0.0,0,0
