timestamp,block_number,block_timestamp,tx_hash,log_index,source_feed,source_label,base_feed,quote_feed,base_answer,quote_answer,base_decimals,quote_decimals,reference_price_wad,reference_price
1760057171,23543841,1760057171,0x17a0a5b84c005184638192d9ad37797cd7b5c874cb8591b2841d179c1a75b7fd,805,0x553303d460ee0afb37edff9be42922d8ff63220e,base_feed,0x553303d460ee0afb37edff9be42922d8ff63220e,0x5f4ec3df9cbd43714fe2740f5e3616155c5b8419,787350560,437153000000,8,8,1801086942100363,0.001801086942100363
1760059007,23543993,1760059007,0x97a46a74fb7448afcecf9f899bf05c59d5742cd6e14b316d06889b305d3f2938,276,0x5f4ec3df9cbd43714fe2740f5e3616155c5b8419,quote_feed,0x553303d460ee0afb37edff9be42922d8ff63220e,0x5f4ec3df9cbd43714fe2740f5e3616155c5b8419,787350560,438811343189,8,8,1794280326205881,0.001794280326205881
