abstention_count,abstention_positive_lp_loss_usd,abstention_potential_surcharge_usd,abstention_volume_usd,adaptive_calibration_error,benign_precision,benign_surcharge_usd,brier_score,classified_coverage,closes_gap_brier_score,closes_gap_count,closes_gap_mean_probability,closes_gap_observed_toxic_rate,confirmed_test_count,current_rule_benign_surcharge_usd,evaluation_scheme,expected_calibration_error,false_negative,false_positive,fold,log_loss,maximum_calibration_error,mean_toxicity_probability,method,notional_usd_accounting_rate,observed_toxic_rate,primary_lp_loss_usd_conversion_rate,taxed_dollar_resolution_rate,test_count,toxic_lp_loss_available_usd,toxic_lp_loss_left_untaxed_rate,toxic_lp_loss_left_untaxed_usd,toxic_precision,toxic_precision_confidence_lower,toxic_precision_confidence_upper,toxic_recall,toxic_surcharge_available_usd,toxic_surcharge_capture_rate,toxic_surcharge_captured_usd,true_negative,true_positive,unresolved_surcharge_usd,unresolved_taxed_count,widens_gap_brier_score,widens_gap_count,widens_gap_mean_probability,widens_gap_observed_toxic_rate,worst_case_benign_surcharge_usd
1574,44.782498417369965,2769.9278091407746,2566874.226804524,0.41686314523001905,,2.9524186599621014e-06,0.2906443834523954,0.05309734513274336,0.052376450704049934,318,0.90295955527759,0.9213836477987422,904,0.023844259230663075,rolling_pool_held_out,0.42198648912736925,0,1,2026-03_to_2026-04:paxg_usdc_500,0.7630792193874618,0.748297825889006,0.7372744741802216,global_offset,1.0,0.334070796460177,1.0,0.5570768551686621,1678,0.0001347307140938242,0.8435246022303167,0.00011364867201419957,0.9791666666666666,0.8910078200474814,0.9963128890224893,0.15562913907284767,0.00018843999963805488,0.07246072399196407,1.3654498802818906e-05,0,47,1.320390183207742e-05,56,0.42546502867298946,562,0.6435238411037746,0.005338078291814947,1.6156320492039523e-05
1678,44.78251949941205,2769.927838951594,2566874.2599823307,0.4307394369978951,,0.0,0.29414780646218597,0.0,0.0615558925259972,318,0.8480367919472208,0.9213836477987422,904,0.023844259230663075,rolling_pool_held_out,0.4425038020403767,0,0,2026-03_to_2026-04:paxg_usdc_500,0.7702517980128479,0.6477251156617869,0.7211783447672853,global_platt,1.0,0.334070796460177,1.0,,1678,0.0001347307140938242,1.0,0.0001347307140938242,,0.0,1.0,0.0,0.00018843999963805488,0.0,0.0,0,0,0.0,0,0.4257567542054387,562,0.6493972305266811,0.005338078291814947,0.0
1672,44.782519293968605,2769.927838801679,2566874.2596263154,0.30276608002070954,,0.0,0.16628074052880276,0.004424778761061947,0.06248195407697935,318,0.8265770206573253,0.9213836477987422,904,0.023844259230663075,rolling_pool_held_out,0.327430318250319,0,0,2026-03_to_2026-04:paxg_usdc_500,0.5013212410778405,0.8214572698052562,0.5916511454675477,identity,1.0,0.334070796460177,1.0,0.5165798338543311,1678,0.0001347307140938242,0.9984751551446319,0.00013452527065757817,1.0,0.5101091635454027,1.0,0.013245033112582781,0.00018843999963805488,0.00041096924684831817,7.744304472734877e-08,0,4,7.247191449497875e-08,2,0.22501386168837542,562,0.45872155772671275,0.005338078291814947,7.247191449497875e-08
1678,44.78251949941205,2769.927838951594,2566874.2599823307,0.43969825361463644,,0.0,0.33502249088613606,0.0,0.05675115040703011,318,0.8558535141158718,0.9213836477987422,904,0.023844259230663075,rolling_pool_held_out,0.42808762911318554,0,0,2026-03_to_2026-04:paxg_usdc_500,0.8743287442525911,0.7000710641550248,0.7531745066753215,sign_offset,1.0,0.334070796460177,1.0,,1678,0.0001347307140938242,1.0,0.0001347307140938242,,0.0,1.0,0.0,0.00018843999963805488,0.0,0.0,0,0,0.0,0,0.4924785162817868,562,0.6950749971271096,0.005338078291814947,0.0
1678,44.78251949941205,2769.927838951594,2566874.2599823307,0.43577196555816244,,0.0,0.30039714609801593,0.0,0.06177395078079121,318,0.8389061405179716,0.9213836477987422,904,0.023844259230663075,rolling_pool_held_out,0.4484298595855311,0,0,2026-03_to_2026-04:paxg_usdc_500,0.7840674503928426,0.6617990982834624,0.7232004509645582,sign_platt,1.0,0.334070796460177,1.0,,1678,0.0001347307140938242,1.0,0.0001347307140938242,,0.0,1.0,0.0,0.00018843999963805488,0.0,0.0,0,0,0.0,0,0.4354188117757339,562,0.6577299718222354,0.005338078291814947,0.0
1826,47005.3086340677,28447.77390071499,25047197.616073694,0.19758146608035645,,0.0,0.2077400832086906,0.0,0.11044056777814604,534,0.7489566913830076,0.8614232209737828,900,789.2339309360071,rolling_pool_held_out,0.19758146608035643,0,0,2026-03_to_2026-04:weth_usdc_3000,0.6358000604075341,0.34859081865256525,0.5168694009716667,global_offset,1.0,0.7166666666666667,1.0,,1826,38812.14040013786,1.0,38812.14040013786,,0.0,1.0,0.0,17921.691236496157,0.0,0.0,0,0,0.0,0,0.36471271535343625,331,0.14244458804219207,0.4773413897280967,0.0
1826,47005.3086340677,28447.77390071499,25047197.616073694,0.20535218361818436,,0.0,0.2187690332296777,0.0,0.10862829097663786,534,0.782953321050165,0.8614232209737828,900,789.2339309360071,rolling_pool_held_out,0.20093928584401385,0,0,2026-03_to_2026-04:weth_usdc_3000,0.7087067264562433,0.39052107514077117,0.5207181930297103,global_platt,1.0,0.7166666666666667,1.0,,1826,38812.14040013786,1.0,38812.14040013786,,0.0,1.0,0.0,17921.691236496157,0.0,0.0,0,0,0.0,0,0.3964583273780864,331,0.09765608317193766,0.4773413897280967,0.0
1709,42530.175031123115,27120.953664030887,23134628.88416548,0.13755347226930215,,0.1906158617578673,0.17953794835959866,0.1,0.09586818574366883,534,0.8139865624144772,0.8614232209737828,900,789.2339309360071,rolling_pool_held_out,0.13103170060333771,0,4,2026-03_to_2026-04:weth_usdc_3000,0.5347407585794302,0.2735398379956628,0.592299206967154,identity,1.0,0.7166666666666667,1.0,0.7991071588793586,1826,38812.14040013786,0.8846975828488788,34337.00679719328,0.9555555555555556,0.8912314496718777,0.9825827581472913,0.13333333333333333,17921.691236496157,0.05915071964077469,1060.080933818513,0,86,266.5486870038312,27,0.31452179499677857,331,0.23465253684972032,0.4773413897280967,266.7393028655891
1826,47005.3086340677,28447.77390071499,25047197.616073694,0.20865804247463987,,0.0,0.22451284898926413,0.0,0.09665589237609543,534,0.809608101022955,0.8614232209737828,900,789.2339309360071,rolling_pool_held_out,0.19467460119279487,0,0,2026-03_to_2026-04:weth_usdc_3000,0.7730561901863525,0.78867909046233,0.5197762658592282,sign_offset,1.0,0.7166666666666667,1.0,,1826,38812.14040013786,1.0,38812.14040013786,,0.0,1.0,0.0,17921.691236496157,0.0,0.0,0,0,0.0,0,0.43078358866126437,331,0.052192580126811085,0.4773413897280967,0.0
1826,47005.3086340677,28447.77390071499,25047197.616073694,0.19884220198357058,,0.0,0.22118017883941912,0.0,0.09154685005082956,534,0.8076876178077416,0.8614232209737828,900,789.2339309360071,rolling_pool_held_out,0.19574316507462824,0,0,2026-03_to_2026-04:weth_usdc_3000,0.758402016783994,0.4308492221918681,0.5187077019773949,sign_platt,1.0,0.7166666666666667,1.0,,1826,38812.14040013786,1.0,38812.14040013786,,0.0,1.0,0.0,17921.691236496157,0.0,0.0,0,0,0.0,0,0.4303167273986542,331,0.052498411785838514,0.4773413897280967,0.0
3053,19029.36087668462,15349.581447951263,18168009.730574396,0.096250756993273,,0.0,0.11502167463962398,0.0,0.07272080327985328,568,0.7636714619006616,0.8503521126760564,1252,63.85428052120115,rolling_chronological,0.1033214648288008,0,0,2026-04_to_2026-05,0.38698865153260215,0.40723640038810643,0.4929614255725511,global_offset,1.0,0.48482428115015974,1.0,,3053,17446.067815097813,1.0,17446.067815097813,,0.0,1.0,0.0,5991.806210306966,0.0,0.0,0,0,0.0,0,0.15227267453473986,645,0.2545687114107423,0.16434108527131783,0.0
3053,19029.36087668462,15349.581447951263,18168009.730574396,0.07176641684145964,,0.0,0.10965968970693991,0.0,0.06570892305653077,568,0.807228487579522,0.8503521126760564,1252,63.85428052120115,rolling_chronological,0.05921698875077804,0,0,2026-04_to_2026-05,0.37009324134224053,0.2577908518949448,0.4892664978235092,global_platt,1.0,0.48482428115015974,1.0,,3053,17446.067815097813,1.0,17446.067815097813,,0.0,1.0,0.0,5991.806210306966,0.0,0.0,0,0,0.0,0,0.14836362064869554,645,0.20926276110813666,0.16434108527131783,0.0
3053,19029.36087668462,15349.581447951263,18168009.730574396,0.11903455037985589,,0.0,0.12470799036259003,0.0,0.06624706359587222,568,0.8095863951659907,0.8503521126760564,1252,63.85428052120115,rolling_chronological,0.11683785215737251,0,0,2026-04_to_2026-05,0.40298586534838143,0.5080645161290323,0.5570558631505794,identity,1.0,0.48482428115015974,1.0,,3053,17446.067815097813,1.0,17446.067815097813,,0.0,1.0,0.0,5991.806210306966,0.0,0.0,0,0,0.0,0,0.17618986075560664,645,0.3346723868951475,0.16434108527131783,0.0
2943,16263.293262818677,13934.978987664772,16466082.659773812,0.0637151166373513,,0.005860040118344314,0.10616555549272991,0.04792332268370607,0.06693567626282186,568,0.86361831013388,0.8503521126760564,1252,63.85428052120115,rolling_chronological,0.05633613389605368,0,2,2026-04_to_2026-05,0.358402796841798,0.19255819891115766,0.4910476685863467,sign_offset,1.0,0.48482428115015974,1.0,0.5194688460002757,3053,17446.067815097813,0.8414509245246676,14680.009892334103,0.9666666666666667,0.886362257256914,0.9908106807438021,0.09555189456342669,5991.806210306966,0.12264015586652448,734.8360475540557,0,58,679.7605526923163,50,0.14071217782232337,645,0.16295445246386772,0.16434108527131783,679.7664127324347
3053,19029.36087668462,15349.581447951263,18168009.730574396,0.06286479124262903,,0.0,0.10574639224910533,0.0,0.06611181535752822,568,0.8631137015888485,0.8503521126760564,1252,63.85428052120115,rolling_chronological,0.0455427874381075,0,0,2026-04_to_2026-05,0.3593560941733774,0.3487675966871068,0.5221702215998739,sign_platt,1.0,0.48482428115015974,1.0,,3053,17446.067815097813,1.0,17446.067815097813,,0.0,1.0,0.0,5991.806210306966,0.0,0.0,0,0,0.0,0,0.1406493994962616,645,0.22192852139252894,0.16434108527131783,0.0
548,229.61566504336716,1962.3975814577473,4000212.0759475646,0.17691982502746817,,0.0,0.04161053669130046,0.0,0.02483585071057375,24,0.5403034722925156,0.5,74,22.453471189446578,rolling_pool_held_out,0.193620999375477,0,0,2026-04_to_2026-05:eurc_usdc_500,0.21844670074203684,0.30338037272388496,0.3327379908002818,global_offset,1.0,0.17567567567567569,1.0,,548,153.5537254473478,1.0,153.5537254473478,,0.0,1.0,0.0,0.27028265937120927,0.0,0.0,0,0,0.0,0,0.050973152122403734,43,0.2168874895022908,0.0,0.0
548,229.61566504336716,1962.3975814577473,4000212.0759475646,0.13234425598983168,,0.0,0.02429809836658927,0.0,0.011115145839646444,24,0.5392142585413592,0.5,74,22.453471189446578,rolling_pool_held_out,0.14102943266636703,0,0,2026-04_to_2026-05:eurc_usdc_500,0.15510815272853845,0.24745418625123086,0.29935910695897433,global_platt,1.0,0.17567567567567569,1.0,,548,153.5537254473478,1.0,153.5537254473478,,0.0,1.0,0.0,0.27028265937120927,0.0,0.0,0,0,0.0,0,0.031656025358371316,43,0.16548646421531765,0.0,0.0
548,229.61566504336716,1962.3975814577473,4000212.0759475646,0.23367663569237482,,0.0,0.07022526729804711,0.0,0.037004656643021126,24,0.5906197298742485,0.5,74,22.453471189446578,rolling_pool_held_out,0.2454205274064521,0,0,2026-04_to_2026-05:eurc_usdc_500,0.2902759457583605,0.368732400022827,0.3964092391104124,identity,1.0,0.17567567567567569,1.0,,548,153.5537254473478,1.0,153.5537254473478,,0.0,1.0,0.0,0.27028265937120927,0.0,0.0,0,0,0.0,0,0.08876700347759649,43,0.28801268612594577,0.0,0.0
543,229.61566504336716,1735.573207651514,3796308.011809281,0.160363011807174,,0.0,0.04237299761613481,0.0,0.081938064757723,24,0.6796433453553706,0.5,74,22.453471189446578,rolling_pool_held_out,0.16672745723952165,0,0,2026-04_to_2026-05:eurc_usdc_500,0.19442801197613588,0.41716909775490024,0.33059646501835166,sign_offset,1.0,0.17567567567567569,1.0,0.0,548,153.5537254473478,1.0,153.5537254473478,,0.0,1.0,0.0,0.27028265937120927,0.0,0.0,0,0,226.82437380623333,5,0.0202901694440856,43,0.13577960157443406,0.0,226.82437380623333
548,229.61566504336716,1962.3975814577473,4000212.0759475646,0.22845092719620502,,0.0,0.0679022095215939,0.0,0.08877802393225698,24,0.6868632725150424,0.5,74,22.453471189446578,rolling_pool_held_out,0.23512202264647164,0,0,2026-04_to_2026-05:eurc_usdc_500,0.27911364560211976,0.4268330601522671,0.3982554877042811,sign_platt,1.0,0.17567567567567569,1.0,,548,153.5537254473478,1.0,153.5537254473478,,0.0,1.0,0.0,0.27028265937120927,0.0,0.0,0,0,0.0,0,0.056250592176107526,43,0.2371720729261817,0.0,0.0
1229,73.68985011745548,4496.8826711849315,3796308.7647141106,0.34910209448013396,,0.005860040118344314,0.22338382960925268,0.011385199240986717,0.07925944359965421,192,0.8685732188437085,0.8802083333333334,527,20.175233897425603,rolling_pool_held_out,0.3724608084741702,0,2,2026-04_to_2026-05:paxg_usdc_500,0.6315271901329838,0.6813102533102703,0.6698380103135816,global_offset,1.0,0.3548387096774194,1.0,0.9991113751316737,1240,0.00029857814312310487,0.9927401849644494,0.00029641052103037297,0.6666666666666666,0.299993315138392,0.9032285888942195,0.0213903743315508,0.0005380211733410418,0.004379918211788214,2.3564887354440923e-06,0,4,5.2141047962305384e-06,5,0.3144097576153149,304,0.5443210365050802,0.003289473684210526,0.0058652542231405445
1240,73.68985314354771,4496.888538795643,3796323.136891642,0.35228261632622915,,0.0,0.22470368823258893,0.0,0.08127386571564432,192,0.8558319347140443,0.8802083333333334,527,20.175233897425603,rolling_pool_held_out,0.37694307126991267,0,0,2026-04_to_2026-05:paxg_usdc_500,0.6326656595925908,0.6452100884247342,0.6666969861189336,global_platt,1.0,0.3548387096774194,1.0,,1240,0.00029857814312310487,1.0,0.00029857814312310487,,0.0,1.0,0.0,0.0005380211733410418,0.0,0.0,0,0,0.0,0,0.3152909445590803,304,0.5472433343746532,0.003289473684210526,0.0
1240,73.68985314354771,4496.888538795643,3796323.136891642,0.29489835642821366,,0.0,0.16970706980740252,0.0,0.08427977416179196,192,0.8274409223521543,0.8802083333333334,527,20.175233897425603,rolling_pool_held_out,0.3280883938505103,0,0,2026-04_to_2026-05:paxg_usdc_500,0.5184568411300915,0.6339004003605897,0.5988325143120544,identity,1.0,0.3548387096774194,1.0,,1240,0.00029857814312310487,1.0,0.00029857814312310487,,0.0,1.0,0.0,0.0005380211733410418,0.0,0.0,0,0,0.0,0,0.22366115126778813,304,0.4544482566025177,0.003289473684210526,0.0
1229,73.68985011745548,4496.8826711849315,3796308.7647141106,0.3497679921086664,,0.005860040118344314,0.22412187843168832,0.011385199240986717,0.07931048677350669,192,0.8677664171534167,0.8802083333333334,527,20.175233897425603,rolling_pool_held_out,0.37320220673398846,0,2,2026-04_to_2026-05:paxg_usdc_500,0.633115510741857,0.6821589791209575,0.6701833841932746,sign_offset,1.0,0.3548387096774194,1.0,0.9991113751316737,1240,0.00029857814312310487,0.9927401849644494,0.00029641052103037297,0.6666666666666666,0.299993315138392,0.9032285888942195,0.0213903743315508,0.0005380211733410418,0.004379918211788214,2.3564887354440923e-06,0,4,5.2141047962305384e-06,5,0.31558170474211883,304,0.5453941002184479,0.003289473684210526,0.0058652542231405445
1240,73.68985314354771,4496.888538795643,3796323.136891642,0.30520988105542496,,0.0,0.168922136781113,0.0,0.08038604060348119,192,0.8647918656652799,0.8802083333333334,527,20.175233897425603,rolling_pool_held_out,0.3308802524978487,0,0,2026-04_to_2026-05:paxg_usdc_500,0.5182124229033805,0.5249035884593038,0.6234571108723146,sign_platt,1.0,0.3548387096774194,1.0,,1240,0.00029857814312310487,1.0,0.00029857814312310487,,0.0,1.0,0.0,0.0005380211733410418,0.0,0.0,0,0,0.0,0,0.224839671209091,304,0.4710351604767575,0.003289473684210526,0.0
1265,18726.055358497706,8890.295327697873,10371474.517735189,0.20434494020452154,,0.0,0.1820292687406426,0.0,0.0896163393946439,352,0.6876816650206964,0.8579545454545454,651,21.22557543432896,rolling_pool_held_out,0.2043449402045215,0,0,2026-04_to_2026-05:weth_usdc_3000,0.5957477090474872,0.3135452899673441,0.4218089059493247,global_offset,1.0,0.6251920122887865,1.0,,1265,17292.513791072324,1.0,17292.513791072324,,0.0,1.0,0.0,5991.535389626421,0.0,0.0,0,0,0.0,0,0.29118816514933904,298,0.10775786167710026,0.3523489932885906,0.0
548,5632.413220779376,4430.196607547846,4032797.5153304613,0.19400914851763118,0.6363636363636364,0.13410243976252323,0.195896044416881,0.7158218125960062,0.06949726283874184,352,0.8212665319497501,0.8579545454545454,651,21.22557543432896,rolling_pool_held_out,0.18550410897421518,92,7,2026-04_to_2026-05:weth_usdc_3000,1.0565047979600783,0.3313642767241175,0.44970620670633293,global_platt,1.0,0.6251920122887865,1.0,0.6853190885704918,1265,17292.513791072324,0.6644089109876827,11489.300256165849,0.9671361502347418,0.9337298994623284,0.9839912830194442,0.5061425061425061,5991.535389626421,0.3106070513355054,1861.0131403441912,161,206,854.5909787591287,120,0.34519930319374337,298,0.01081615809665909,0.3523489932885906,854.7250811988912
1202,17255.84989308768,7860.187568701097,9272223.628749842,0.09428254679885582,,0.0,0.1483572043827355,0.04915514592933948,0.0626538883378433,352,0.7946879797223282,0.8579545454545454,651,21.22557543432896,rolling_pool_held_out,0.10381743314927223,0,0,2026-04_to_2026-05:weth_usdc_3000,0.4531972954116974,0.2024720163132812,0.5396336419429242,identity,1.0,0.6251920122887865,1.0,0.6077115740232795,1265,17292.513791072324,0.914980794988564,15822.318015906061,1.0,0.8928208017449293,1.0,0.07862407862407862,5991.535389626421,0.10448213469912518,626.0084076335232,0,32,404.09935136325197,31,0.2495906515230109,298,0.2383614040289972,0.3523489932885906,404.09935136325197
699,6942.94930434128,5409.1685777042585,5800958.651903159,0.17841979023591334,0.6366782006920415,0.0,0.19232525318459437,0.5745007680491552,0.059153717947578975,352,0.8623699067202708,0.8579545454545454,651,21.22557543432896,rolling_pool_held_out,0.1738408362557353,105,0,2026-04_to_2026-05:weth_usdc_3000,1.0257289503110354,0.7649584203180602,0.46882751529745126,sign_offset,1.0,0.6251920122887865,1.0,0.6427258450881046,1265,17292.513791072324,0.7846125737901931,13567.923752915665,1.0,0.9567605161859486,1.0,0.20884520884520885,5991.535389626421,0.13949605353805314,835.7955414864674,184,85,464.59644970831147,52,0.3496285431289884,298,0.003972073079892642,0.3523489932885906,464.59644970831147
1012,13794.024390195062,6704.987564947282,7241674.582362836,0.17235109764855072,,0.11761169471813601,0.1880473971876051,0.24423963133640553,0.059910873404330676,352,0.8474970483295675,0.8579545454545454,651,21.22557543432896,rolling_pool_held_out,0.16680126060784697,0,4,2026-04_to_2026-05:weth_usdc_3000,0.7637133523883771,0.3353715596933953,0.4676062548454369,sign_platt,1.0,0.6251920122887865,1.0,0.6624464963243717,1265,17292.513791072324,0.7147886522554489,12360.49262682935,0.9748427672955975,0.9371079543519492,0.9901743304761865,0.3808353808353808,5991.535389626421,0.24159614606233956,1447.5318591298615,0,155,737.6582919260104,94,0.3394032910524125,298,0.018876190058812786,0.3523489932885906,737.7759036207285
4458,40970.87449411194,23124.953787257025,22994738.56774717,0.04483739177150167,,0.0,0.1481996040889316,0.0,0.09920795647801169,769,0.7767919116007844,0.8088426527958388,1748,187.622423152304,rolling_chronological,0.03714132236646801,0,0,2026-05_to_2026-06,0.464900026914778,0.3565926384527549,0.504759030895525,global_offset,1.0,0.5474828375286042,1.0,,4458,37052.244685976046,1.0,37052.244685976046,,0.0,1.0,0.0,10156.288221793713,0.0,0.0,0,0,0.0,0,0.19674931673428914,776,0.2351800550419883,0.2770618556701031,0.0
4371,39613.32709916108,22344.902056257295,22632600.284735724,0.07385165181856584,0.0,0.9368364811677778,0.15231834844228798,0.03032036613272311,0.09926545388197222,769,0.8373053516163648,0.8088426527958388,1748,187.622423152304,rolling_chronological,0.07738589118308438,1,2,2026-05_to_2026-06,0.4879290329102506,0.2617156209760483,0.5068982670165745,global_platt,1.0,0.5474828375286042,1.0,0.628202955904503,4458,37052.244685976046,0.9922369774479756,36764.607274875685,0.9615384615384616,0.8701881084254424,0.9893882889986847,0.0522466039707419,10156.288221793713,0.005289208083187242,53.71872175789069,0,50,32.34746797301016,33,0.20489267307744624,776,0.1794716586953906,0.2770618556701031,33.28430445417794
4458,40970.87449411194,23124.953787257025,22994738.56774717,0.038812810878617036,,0.0,0.14785218546273363,0.0,0.09780836696984696,769,0.8252912975872254,0.8088426527958388,1748,187.622423152304,rolling_chronological,0.044464309755179635,0,0,2026-05_to_2026-06,0.4634568481409322,0.22066730523627076,0.5728436582431975,identity,1.0,0.5474828375286042,1.0,,4458,37052.244685976046,1.0,37052.244685976046,,0.0,1.0,0.0,10156.288221793713,0.0,0.0,0,0,0.0,0,0.1974445777578752,776,0.3226732527592318,0.2770618556701031,0.0
4456,39900.964510261445,22431.905082469366,22874088.15089219,0.08070529050045724,0.0,0.0,0.1552173086978767,0.0005720823798627002,0.10060291022857076,769,0.8582294185881539,0.8088426527958388,1748,187.622423152304,rolling_chronological,0.08310423227443024,1,0,2026-05_to_2026-06,0.48993569500062073,0.14655486403331183,0.5071533911682309,sign_offset,1.0,0.5474828375286042,1.0,,4458,37052.244685976046,1.0,37052.244685976046,,0.0,1.0,0.0,10156.288221793713,0.0,0.0,0,0,0.0,0,0.20933905151088733,776,0.15924428667606497,0.2770618556701031,0.0
4458,40970.87449411194,23124.953787257025,22994738.56774717,0.08018617055987662,,0.0,0.15508750375289398,0.0,0.09925286234001353,769,0.8597474751566224,0.8088426527958388,1748,187.622423152304,rolling_chronological,0.08297629537874761,0,0,2026-05_to_2026-06,0.4962560802233851,0.11577052514772085,0.5085793617496852,sign_platt,1.0,0.5474828375286042,1.0,,4458,37052.244685976046,1.0,37052.244685976046,,0.0,1.0,0.0,10156.288221793713,0.0,0.0,0,0,0.0,0,0.21041848216333864,776,0.16057900194306848,0.2770618556701031,0.0
570,202.2018347684697,1598.3315007776698,4319742.522331871,0.19602744052376192,,0.0,0.048506123259325906,0.0,0.025747257621369205,14,0.624189857715397,0.6428571428571429,66,8.41616474058072,rolling_pool_held_out,0.2126569710513328,0,0,2026-05_to_2026-06:eurc_usdc_500,0.2417817725861418,0.30605014053325613,0.3408116017739762,global_offset,1.0,0.21212121212121213,1.0,,570,100.61646401898359,1.0,100.61646401898359,,0.0,1.0,0.0,115.16511193799187,0.0,0.0,0,0,0.0,0,0.05711758593314736,37,0.2335873968231683,0.0,0.0
570,202.2018347684697,1598.3315007776698,4319742.522331871,0.1410949737474789,,0.0,0.026335989990089934,0.0,0.008187879239430146,14,0.6509030173802964,0.6428571428571429,66,8.41616474058072,rolling_pool_held_out,0.14828118027613027,0,0,2026-05_to_2026-06:eurc_usdc_500,0.16355496476048378,0.24175448932116592,0.3041668021545642,global_platt,1.0,0.21212121212121213,1.0,,570,100.61646401898359,1.0,100.61646401898359,,0.0,1.0,0.0,115.16511193799187,0.0,0.0,0,0,0.0,0,0.0332028427065558,37,0.17296931531239526,0.0,0.0
570,202.2018347684697,1598.3315007776698,4319742.522331871,0.2593274474546437,,0.0,0.08296742439387439,0.0,0.03149916709618469,14,0.6771698005479861,0.6428571428571429,66,8.41616474058072,rolling_pool_held_out,0.2708710602015133,0,0,2026-05_to_2026-06:eurc_usdc_500,0.32462886730504814,0.40023584905660375,0.4138412898074739,identity,1.0,0.21212121212121213,1.0,,570,100.61646401898359,1.0,100.61646401898359,,0.0,1.0,0.0,115.16511193799187,0.0,0.0,0,0,0.0,0,0.10244190012813537,37,0.3142034749326856,0.0,0.0
570,202.2018347684697,1598.3315007776698,4319742.522331871,0.1538188886031736,,0.0,0.032890723009368794,0.0,0.04994589038159256,14,0.7322777226278145,0.6428571428571429,66,8.41616474058072,rolling_pool_held_out,0.16144898670068164,0,0,2026-05_to_2026-06:eurc_usdc_500,0.18144298572387652,0.4192565744012705,0.3157957599689037,sign_offset,1.0,0.21212121212121213,1.0,,570,100.61646401898359,1.0,100.61646401898359,,0.0,1.0,0.0,115.16511193799187,0.0,0.0,0,0,0.0,0,0.02643741643609494,37,0.15820799031418067,0.0,0.0
570,202.2018347684697,1598.3315007776698,4319742.522331871,0.14958491061654822,,0.0,0.02744042064536536,0.0,0.023813449458064052,14,0.7025478477223019,0.6428571428571429,66,8.41616474058072,rolling_pool_held_out,0.15516754158560617,0,0,2026-05_to_2026-06:eurc_usdc_500,0.17092770079489691,0.30840504857417,0.3155809801000392,sign_platt,1.0,0.21212121212121213,1.0,,570,100.61646401898359,1.0,100.61646401898359,,0.0,1.0,0.0,115.16511193799187,0.0,0.0,0,0,0.0,0,0.02881278812164153,37,0.16916108424296683,0.0,0.0
1686,745.1860789629205,5466.518333321267,3998881.633643822,0.26063967727840953,,0.0,0.1454935125618401,0.0,0.0899424302649407,171,0.7891752870542615,0.8011695906432749,474,0.9378425656215598,rolling_pool_held_out,0.2623229979763892,0,0,2026-05_to_2026-06:paxg_usdc_500,0.4598125895894874,0.5788886327991769,0.5844298075133466,global_offset,1.0,0.3881856540084388,1.0,,1686,228.89894726230457,1.0,228.89894726230457,,0.0,1.0,0.0,70.00339812825126,0.0,0.0,0,0,0.0,0,0.19072796528931532,210,0.4177084884586017,0.009523809523809525,0.0
1618,745.1744954103917,5465.58105573982,3995751.7949744016,0.25191826811960066,,0.9366631067718807,0.14423449140809314,0.046413502109704644,0.08490908921021104,171,0.8314828668090182,0.8011695906432749,474,0.9378425656215598,rolling_pool_held_out,0.23780874892192805,0,1,2026-05_to_2026-06:paxg_usdc_500,0.4566413456978631,0.6259061380275909,0.5994920231283882,global_platt,1.0,0.3881856540084388,1.0,0.9993646354344781,1686,228.89894726230457,0.9999999550839829,228.89893698107554,0.9545454545454546,0.7820195416134267,0.991930572378736,0.11413043478260869,70.00339812825126,2.708684572398876e-07,1.8961712452549058e-05,0,21,0.000595512963309946,46,0.19254231891208284,210,0.41058519327416093,0.009523809523809525,0.9372586197351906
1686,745.1860789629205,5466.518333321267,3998881.633643822,0.2725642826261667,,0.0,0.15603598029961366,0.0,0.08977923197389324,171,0.801000230743532,0.8011695906432749,474,0.9378425656215598,rolling_pool_held_out,0.26659612981476083,0,0,2026-05_to_2026-06:paxg_usdc_500,0.4820035035405534,0.6015421655387818,0.6019634253704865,identity,1.0,0.3881856540084388,1.0,,1686,228.89894726230457,1.0,228.89894726230457,,0.0,1.0,0.0,70.00339812825126,0.0,0.0,0,0,0.0,0,0.20998790393627173,210,0.43989059813814946,0.009523809523809525,0.0
1686,745.1860789629205,5466.518333321267,3998881.633643822,0.23868642050059263,,0.0,0.12728639542763492,0.0,0.09194730643056095,171,0.8353302212977917,0.8011695906432749,474,0.9378425656215598,rolling_pool_held_out,0.22381364816175267,0,0,2026-05_to_2026-06:paxg_usdc_500,0.4210830083164702,0.5327060633503331,0.5814978209406301,sign_offset,1.0,0.3881856540084388,1.0,,1686,228.89894726230457,1.0,228.89894726230457,,0.0,1.0,0.0,70.00339812825126,0.0,0.0,0,0,0.0,0,0.1560625107538237,210,0.37480572350694147,0.009523809523809525,0.0
